Date,ABEV3.SA,BBAS3.SA,BBDC4.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,ELET3.SA,ENBR3.SA,GGBR4.SA,ITUB4.SA,JBSS3.SA,PETR4.SA,SANB11.SA,SULA11.SA,TIMS3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA
2009-12-28,3.9515984058380127,12.793219566345215,7.745600700378418,1.6621253490447998,3.8102033138275146,15.318745613098145,16.797285079956055,5.202838897705078,20.250749588012695,10.742877960205078,7.3366289138793945,15.525704383850098,11.208708763122559,7.715203762054443,5.193824768066406,19.833511352539062,25.171342849731445,13.287965774536133,2.098787307739258
2010-01-04,4.107027530670166,13.177680969238281,7.890379428863525,1.7164231538772583,3.6075000762939453,15.940034866333008,17.732261657714844,5.507968425750732,20.655498504638672,10.83449935913086,7.699981212615967,15.63572883605957,10.997669219970703,7.6380534172058105,5.339106559753418,20.691871643066406,27.274869918823242,12.931188583374023,2.2165932655334473
2010-01-11,4.188168048858643,12.92579460144043,7.684699535369873,1.691742181777954,3.5709214210510254,16.020471572875977,16.576210021972656,5.773977756500244,20.173025131225586,10.34858512878418,7.831406116485596,15.127937316894531,10.73972225189209,7.409618854522705,5.266465187072754,20.468067169189453,27.09239387512207,12.770425796508789,2.1513988971710205
2010-01-18,4.188694953918457,12.612038612365723,6.768833160400391,1.6737924814224243,3.4901461601257324,14.866642951965332,19.344284057617188,5.640971660614014,18.21516227722168,10.065366744995117,7.4062066078186035,14.704776763916016,10.176945686340332,7.70612907409668,5.230144500732422,18.921772003173828,25.602188110351562,12.685750961303711,2.0587542057037354
2010-01-25,3.9515984058380127,12.417600631713867,6.67299222946167,1.7294361591339111,3.2462925910949707,15.254952430725098,18.441551208496094,5.531438827514648,17.718698501586914,10.032048225402832,7.220665454864502,14.459342956542969,10.561507225036621,7.412647724151611,5.084863185882568,20.18321990966797,24.791189193725586,13.017365455627441,2.064473867416382
2010-02-01,3.8330516815185547,12.329218864440918,6.400362968444824,1.671100378036499,3.566350221633911,15.060797691345215,11.099933624267578,5.288899898529053,17.250213623046875,9.662753105163574,6.965545177459717,13.337971687316895,9.496920585632324,7.09345006942749,4.837883472442627,19.410076141357422,23.904159545898438,12.625784873962402,1.9672554731369019
2010-02-08,3.8762543201446533,13.47817611694336,6.735701560974121,1.7770023345947266,3.7126617431640625,16.031566619873047,12.197260856628418,5.640971660614014,18.250131607055664,10.295829772949219,7.019660472869873,14.302779197692871,10.275430679321289,7.097989559173584,5.513444900512695,18.779346466064453,25.014211654663086,12.73514175415039,2.0255863666534424
2010-02-15,4.0522332191467285,13.570977210998535,6.8217949867248535,1.714179515838623,3.7172348499298096,16.41155433654785,12.262434959411621,5.514225959777832,18.180200576782227,10.384683609008789,7.398475646972656,14.53550910949707,10.336400032043457,7.140347003936768,5.535236358642578,20.142528533935547,26.357423782348633,12.682229042053223,2.048461437225342
2010-02-22,3.928680181503296,13.155590057373047,6.610684871673584,1.6513559818267822,3.5876874923706055,16.406007766723633,11.731027603149414,5.515791893005371,17.74666976928711,10.134781837463379,7.019660472869873,14.645536422729492,10.031557083129883,7.185729026794434,5.339106559753418,20.883127212524414,25.571773529052734,12.347090721130371,2.0198678970336914
2010-03-01,3.869932174682617,13.377622604370117,6.610684871673584,1.716871738433838,3.409369707107544,17.274152755737305,12.327606201171875,5.456331729888916,17.74666976928711,10.356916427612305,7.3366289138793945,15.153327941894531,10.27074146270752,7.261368751525879,5.411747932434082,22.071332931518555,27.52324104309082,12.100149154663086,2.0358803272247314
2010-03-08,3.8725666999816895,13.42250919342041,6.613786220550537,1.7052042484283447,3.481001377105713,18.902271270751953,12.603334426879883,5.414082050323486,17.74666976928711,10.381902694702148,6.780004501342773,15.68227481842041,10.130043983459473,7.108577728271484,5.593348503112793,22.624738693237305,26.66155242919922,12.594026565551758,2.1102235317230225
2010-03-15,3.740846872329712,13.242949485778809,6.613786220550537,1.6827672719955444,3.577019214630127,18.333681106567383,13.485669136047363,5.445376873016357,17.74666976928711,10.287500381469727,6.030106544494629,15.331053733825684,10.27074146270752,7.367264747619629,5.092126846313477,22.54336166381836,26.95046615600586,12.170707702636719,2.066760778427124
2010-03-22,3.7683663368225098,13.265400886535645,6.613786220550537,1.6603306531906128,3.421562671661377,19.298898696899414,13.154793739318848,5.476672172546387,17.74666976928711,10.440217971801758,5.798178195953369,14.598990440368652,9.928384780883789,7.291623115539551,5.019486427307129,23.113040924072266,28.283544540405273,11.747379302978516,2.065617799758911
2010-03-29,3.669099807739258,13.469725608825684,6.613786220550537,1.6468682289123535,3.292015314102173,20.330690383911133,13.320230484008789,5.4062581062316895,17.74666976928711,10.884477615356445,6.292957305908203,15.127937316894531,10.490057945251465,6.9588117599487305,5.1211838722229,25.665090560913086,29.261817932128906,11.380494117736816,2.1783342361450195
2010-04-05,3.7556257247924805,14.01213550567627,6.613786220550537,1.6168030500411987,3.299635887145996,19.85917091369629,12.884077072143555,5.351491928100586,17.74666976928711,11.134381294250488,6.540345668792725,14.907894134521484,10.278000831604004,7.266956329345703,4.939580917358398,24.971435546875,30.05253028869629,10.939529418945312,2.155405044555664
2010-04-12,3.874267339706421,13.7861328125,6.616888523101807,1.5795575380325317,3.4444236755371094,19.85917091369629,12.6735200881958,4.929004669189453,17.74666976928711,10.64846420288086,6.509422779083252,13.943093299865723,9.754907608032227,7.2365522384643555,4.576376438140869,24.518522262573242,29.667306900024414,11.588957786560059,2.1210105419158936
2010-04-19,3.9759206771850586,13.492331504821777,6.616888523101807,1.6019943952560425,3.5236759185791016,19.85917091369629,12.91415786743164,5.394398212432861,17.74666976928711,10.537400245666504,6.571269989013672,14.387406349182129,9.580544471740723,7.320167541503906,4.489206790924072,23.8411922454834,28.79050636291504,11.596529006958008,2.155405044555664
