Date,Adj Close
2010-01-11,-1.8288430610705508
2010-01-18,-3.998376293890804
2010-01-25,-1.2352763515554255
2010-02-01,-4.035044799853216
2010-02-08,4.9264694166945455
2010-02-15,2.645205375446058
2010-02-22,-1.6184150184179735
2010-03-01,3.5246530231718864
2010-03-08,0.7175330805990088
2010-03-15,-0.7383798906851591
2010-03-22,-0.21211989132488007
2010-03-29,3.5714805701556385
2010-04-05,0.3950179937022069
2010-04-12,-2.794852766148115
2010-04-19,0.12676279511962818
2010-04-26,-2.84711332345452
2010-05-03,-6.899155930697464
2010-05-10,0.8604921187828962
2010-05-17,-4.972245000946196
2010-05-24,2.801241308352287
2010-05-31,-0.43747074111740725
2010-06-07,3.1276347363642154
2010-06-14,1.309645468123577
2010-06-21,0.5990254197833611
2010-06-28,-5.235715167222022
2010-07-05,3.3306202181344613
2010-07-12,-1.7912281807297203
2010-07-19,6.390862862734403
2010-07-26,1.7972649005624008
2010-08-02,0.8590683551803258
2010-08-09,-2.688890520596221
2010-08-16,0.623264517686839
2010-08-23,-1.6377461493468526
2010-08-30,1.6680643439811016
2010-09-06,0.19196448656999543
2010-09-13,0.42211145538642025
2010-09-20,1.6500469525555506
2010-09-27,2.9811132617748815
2010-10-04,0.8258696549858335
2010-10-11,1.4419071022045316
2010-10-18,-3.2020047333983004
2010-10-25,1.6438947217028543
2010-11-01,2.7365471962418564
2010-11-08,-3.085101987411687
2010-11-15,0.7546150894595538
2010-11-22,-3.768794606335868
2010-11-29,2.2572039984756653
2010-12-06,-2.0411088495828955
2010-12-13,-0.5282256884492686
2010-12-20,0.74285462114414
2010-12-27,1.1958648482901513
2011-01-03,1.0850587980665072
2011-01-10,1.2604022438871265
2011-01-17,-2.547223005356636
2011-01-24,-3.522196346173323
2011-01-31,-2.142493028276715
2011-02-07,0.7461428855965346
2011-02-14,3.5145081817628876
2011-02-21,-1.7100797743399898
2011-02-28,1.6576237238987712
2011-03-07,-1.9511262718343803
2011-03-14,0.2924195846142341
2011-03-21,1.324760765550237
2011-03-28,2.2164507275034717
2011-04-04,-0.7940174395103083
2011-04-11,-2.9599231642364443
2011-04-18,0.5608541779137388
2011-04-25,-1.3794029049479573
2011-05-02,-2.594771142999708
2011-05-09,-1.8349193535867836
2011-05-16,-1.008934925278726
2011-05-23,2.7125900602265274
2011-05-30,0.07154522124581675
2011-06-06,-2.5551359164451948
2011-06-13,-2.610970221860698
2011-06-20,-0.07042253521126751
2011-06-27,3.895635642525863
2011-07-04,-2.9671577751837708
2011-07-11,-3.308243785866405
2011-07-18,1.3315847876525844
2011-07-25,-2.400862784138047
2011-08-01,-9.985889873008858
