Date,ABEV3.SA,BBAS3.SA,BBDC4.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,ELET3.SA,ENBR3.SA,GGBR4.SA,ITUB4.SA,JBSS3.SA,PETR4.SA,SANB11.SA,SULA11.SA,TIMS3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA,Selic
2010-01-04,3.8579423606525554,2.960868646864423,1.8519441912794754,3.2145080637795367,-5.466719117711216,3.975702483702559,5.416818692361813,5.699117021702049,1.978909303936227,0.8493272954019915,4.833852177837228,0.7061198811710412,-1.9008200065245617,-1.004998999599005,2.7588044580028503,4.23680454731179,8.025923635180865,-2.721603768524705,5.461177692264041,0.0016474345443777
2010-01-11,1.9563188060289116,-1.9299014106789691,-2.6413651824781503,-1.4483354377575475,-1.0191566782733918,0.5033198216477519,-6.741703671432653,4.716572276307884,-2.363505892625417,-4.588590576049922,1.6924137197603883,-3.301528592397851,-2.3733697933938647,-3.0363135579601686,-1.3699023594692106,-1.0874976300710326,-0.6712462121442275,-1.2510249394250383,-2.9852523128023667,0.0016474345443777
2010-01-18,0.012591395789929294,-2.4573526219664465,-12.690203352430496,-1.0666894211513345,-2.288032029678466,-7.474727904276479,15.442855712231562,-2.3304980539657905,-10.209203166331005,-2.774849600044149,-5.5823578743292135,-2.8370627670256443,-5.382456858080076,3.9236162886207904,-0.6920215231637439,-7.8552755694730525,-5.657556308418288,-0.6651644655951916,-4.401734587499795,0.0016474345443779
2010-01-25,-5.826852562471396,-1.5536997744229453,-1.4260537312467791,3.2703251959727844,-7.2429732650858725,2.5784206996004144,-4.779064177198711,-1.9608363423004205,-2.7633751197917,-0.33168017735465405,-2.5371567246456728,-1.683138232173098,3.70917013484493,-3.882837192431543,-2.817087175692956,6.453843923610725,-3.2189050986069834,2.580397810907753,0.27743628438418044,0.0016474345443777
2010-02-01,-3.045943389533634,-0.7143152502013805,-4.171288775801685,-3.431323847774248,9.402891480976972,-1.2809002633643818,-50.76670361872746,-4.483725115510473,-2.67960125925919,-3.750613546464132,-3.597110367405021,-8.072616219288209,-10.624915330255025,-4.40151968207807,-4.979089147990279,-3.9059434449769004,-3.6435903454448137,-3.054320669009636,-4.823605823671939,0.0016470640568173
2010-02-08,1.120828374953664,8.910068005422733,5.10664225334887,6.144585735560703,4.020641389160984,6.246456276249424,9.427202805584134,6.444561457810893,5.63472176755524,6.346089629370688,0.7739125621137655,6.9838517093479435,7.878875009066055,0.06390111719813962,13.071231060439326,-3.303444642069575,4.539148658437631,0.8624323926709199,2.9219401650327104,0.0016474345443779
2010-02-15,4.439859464560159,0.6861512365493372,1.270083606168404,-3.5993854893913877,0.12310016914596211,2.3425923791258185,0.5329192459138099,-2.2724607505211214,-0.3838365496373175,0.8592893157850057,5.255911041218075,1.6141458002282505,0.5915695334835824,0.5950127389204196,0.3944631196286075,7.007574668749106,5.230584323832987,-0.4163438407790654,1.1229892167928135,0.0016474345443779
2010-02-22,-3.0964667870484908,-3.108700654952301,-3.143613182192184,-3.7337565097350476,-3.5471966070020233,-0.03382635350175356,-4.430341991409792,0.028350792086118126,-2.413528060180825,-2.4358278224397623,-5.255911041218075,0.7540787155125184,-2.9935528565743663,0.6335471189564013,-3.6075939737517437,3.6108000550399755,-3.02608261199504,-2.6781100775804756,-1.4056886120038192,0.0016474345443779
2010-03-01,-1.5066005124535709,1.673678600810602,0.0,3.8906978091667543,-5.0980604180099975,5.156390474900707,4.960389839796786,-1.0838686495280525,0.0,2.168079317025695,4.4164465066685255,3.4084568199274745,2.3563098361083057,1.0471496870308128,1.3513629257030368,5.533809155859704,7.354169923404941,-2.0203074595789072,0.7896443819245036,0.0016474345443775
2010-03-08,0.06801665573974436,0.335013024969788,0.04692497631642034,-0.6818577079320765,2.079290930672717,9.007073596604265,2.2120416663414577,-0.7773286625688325,0.0,0.2410171409383377,-7.890166327826176,3.43109124736114,-1.379346270221804,-2.1266224415193102,3.3006422913889777,2.4764410279499938,-3.1808302183600645,4.000567614571393,3.586556662385798,0.0016474345443777
