Date,ABEV3.SA,BBAS3.SA,BBDC4.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,ELET3.SA,ENBR3.SA,GGBR4.SA,ITUB4.SA,JBSS3.SA,PETR4.SA,SANB11.SA,SULA11.SA,TIMS3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA,Selic
2010-01-04,0.0385793815386081,0.0296092536582128,0.0185191929187547,0.0321454496413996,-0.0546675181095741,0.0397565787884635,0.0541684020511494,0.0569914299337708,0.0197897458147426,0.0084924083424402,0.0483384278480059,0.0070616077663716,-0.0190076830343737,-0.0100501142300055,0.0275879527715441,0.0423679493051381,0.0802596035368607,-0.0272166836134322,0.0546117467354179,0.0016474345443777
2010-01-11,0.0385793815386081,0.0296092536582128,0.0185191929187547,0.0321454496413996,-0.0546675181095741,0.0397565787884635,0.0541684020511494,0.0569914299337708,0.0197897458147426,0.0084924083424402,0.0483384278480059,0.0070616077663716,-0.0190076830343737,-0.0100501142300055,0.0275879527715441,0.0423679493051381,0.0802596035368607,-0.0272166836134322,0.0546117467354179,0.0016474345443777
2010-01-18,0.0195638801779689,-0.01929966648003,-0.0264129448631429,-0.0144836890971555,-0.0101913691906705,0.0050335170080337,-0.0674171367764273,0.0471653804625087,-0.0236352329375004,-0.0458856201922852,0.016924185592881,-0.0330154176652346,-0.0237341335969394,-0.0303637810420482,-0.0136989330525234,-0.0108749763007103,-0.0067127427859428,-0.0125101000375407,-0.0298531717524964,0.0016474345443777
2010-01-25,0.0001258000901613,-0.0245730931367087,-0.126902561058225,-0.0106668760526574,-0.0228800485943281,-0.0747474025187258,0.1544284420568851,-0.0233048979558381,-0.1020919830275435,-0.0277493117511302,-0.0558236950712323,-0.0283707969057172,-0.0538242923634273,0.0392369945331072,-0.006920488115657,-0.0785527556947305,-0.056575198782597,-0.006652620957253,-0.0440172350547468,0.0016474345443779
2010-02-01,-0.0582690618067385,-0.0155369312456321,-0.0142603481771284,0.0327034371251608,-0.0724300110299742,0.0257842246920874,-0.0477906417719871,-0.0196083634230042,-0.0276338449213411,-0.003315705046285,-0.025371262537023,-0.0168316139178816,0.0370910624440625,-0.0388283026970794,-0.028170783190883,0.0645383447344096,-0.032189505294041,0.0258048783153714,0.0027743628438418,0.0016474345443777
2010-02-08,-0.030458887150943,-0.0071429092586758,-0.0417136668693307,-0.0343131173632575,0.0940291219576423,-0.0128090113676222,-0.5076672080214975,-0.0448377019454957,-0.0267959671423554,-0.0375061828823697,-0.0359712388891897,-0.080725795508699,-0.1062484005587456,-0.0440158603584546,-0.0497907977040983,-0.0390592416821649,-0.0364358322277946,-0.0305431288840596,-0.0482359976399667,0.0016470640568173
2010-02-15,0.011208036333163,0.0890998307010004,0.0510672683005255,0.0614455445086374,0.040206344404774,0.0624645038217113,0.0942722780776481,0.0644460653684999,0.05634776400258,0.0634603286842878,0.0077389731479167,0.0698388863718815,0.0787880775882081,0.0006397504438904,0.1307123106043932,-0.0330346462528914,0.0453916461673542,0.0086240979737195,0.0292198118676343,0.0016474345443779
2010-02-22,0.0443988353332158,0.0068616904226921,0.0127006608827138,-0.0359933132363395,0.0012310016124563,0.0234259271362877,0.0053291142715541,-0.0227250398751019,-0.0038391698332378,0.0085930538734055,0.0525591341581637,0.0161406919791557,0.0059159743156036,0.0059497918917574,0.003944631196286,0.0700757535611731,0.0523058432383298,-0.004163513917907,0.0112297705212235,0.0016474345443779
2010-03-01,-0.0309646034831021,-0.0310867161405963,-0.0314353718155533,-0.0373377921380072,-0.0354722295726963,-0.0003380244918607,-0.0443032573240116,0.0002839402907519,-0.0241352418276412,-0.0243587366967195,-0.0525591341581637,0.0075410481454079,-0.0299358165717009,0.0063356043291458,-0.0360759397375174,0.0361080952430068,-0.0302608261199504,-0.0267812593355398,-0.0140568811771741,0.0016474345443779
2010-03-08,-0.015066556832227,0.0167365884155072,0.0,0.0389071205730717,-0.0509804048161175,0.0515637289326518,0.0496038905296298,-0.0108385117122127,0.0,0.0216812963897701,0.0441646099086414,0.0340845659679365,0.0235633857772192,0.0104713648437275,0.0135138054800201,0.055338091558597,0.0735416299344864,-0.0202026868255966,0.0078962068173792,0.0016474345443775
2010-03-15,0.0006805362050152,0.0033497321103164,0.0004690318292779,-0.0068189807942989,0.0207925668498987,0.0900707639804427,0.0221202619416662,-0.0077733733352516,0.0,0.0024096144560759,-0.0789016952217041,0.034310908140934,-0.0137935581350157,-0.0212661587475264,0.0330059909386808,0.0247643259758278,-0.0318082328840376,0.0400048400875365,0.0358655624981288,0.0016474345443777
2010-03-22,-0.0346054949259495,-0.0134677917121002,0.0,-0.0132452733560866,0.0272098275434347,-0.0305422220674786,0.0676661601267651,0.005763622211111,0.0,-0.0091345617767562,-0.1172130862135298,-0.0226506548694254,0.0137935581350157,0.0357443184327095,-0.093882533198188,-0.0036033004188378,0.0107780505664187,-0.0341905627290972,-0.020811340787314,0.0016474345443779
2010-03-29,0.0073295528911059,0.0016939119794248,0.0,-0.0134228528022382,-0.0444324637229414,0.0513081661123315,-0.0248413410198176,0.0057306802132177,0.0,0.0147358576775276,-0.0392209155880542,-0.0489280488319594,-0.03390141399636,-0.0103203331880248,-0.0143679681341986,0.024956360771116,0.0482795762552332,-0.035401879047717,-0.0005531819874361,0.0016474345443777
2010-04-05,-0.0266952271517899,0.0152854111669866,0.0,-0.0081413299392986,-0.0385974335376757,0.0520835539918942,0.0124977334586708,-0.0129404575991487,0.0,0.0416722415336359,0.0818873560782538,0.035590809428367,0.0550301419580896,-0.046717435205722,0.0200580142137745,0.1047347241810343,0.034003353417114,-0.031729330077256,0.0531311145513615,0.0016474345443775
2010-04-12,0.0233085611098615,0.0394791563014429,0.0,-0.0184246676894364,0.002312190437955,-0.0234656747331563,-0.0332917551114286,-0.0101818040176966,0.0,0.0227000328156057,0.0385588984842002,-0.0146523074929958,-0.0204221767680352,0.0433288065430312,-0.0361051443082178,-0.02739913107925,0.0266633361085961,-0.0395180662448062,-0.0105818112541145,0.001317730655205
2010-04-19,0.0311016622099411,-0.0162605576914485,0.0004689560688675,-0.0233060049726772,0.0429444722916247,0.0,-0.016477429122657,-0.082238312085618,0.0,-0.0446220596564148,-0.0047392331459612,-0.0669065986282135,-0.0522352666930965,-0.0041926593523358,-0.0763729787845741,-0.0183037508673766,-0.0129011983243545,0.0576699484547931,-0.0160860157769652,0.0016474345443777
2010-04-26,0.0258997668846534,-0.0215417309141869,0.0,0.014104581447659,0.022748142316159,0.0,0.0188094343153202,0.0902239720513888,0.0,-0.0104848187746893,0.0094563295541267,0.0313689831368027,-0.0180360782093127,0.0114883330781827,-0.0192314893901721,-0.0280139913920076,-0.0299999691087919,0.0006530999960876,0.0160860157769652,0.0016474345443777
2010-05-03,-0.0180521696824182,0.0046786227430515,0.0,-0.0084387488282483,-0.0451204394442783,0.0,-0.042019802306854,0.0230521400152323,0.0,-0.006609745836049,-0.0395971643857462,-0.0319904317258443,-0.0118753136948335,-0.0178107322282652,-0.0130291576048842,-0.0405154462841617,-0.0602921018748685,-0.026835337358372,-0.0574724905937072,0.0013169899241216
2010-05-10,0.0126973192245327,-0.0823239282759265,0.0,0.0085213439030394,-0.1241380494414188,0.0,-0.0892959723055826,-0.0045076307931954,0.0279744116608791,-0.0422597253956054,-0.1291696348482895,-0.0975991084877105,-0.0653022803888436,-0.0596736883905448,-0.0303593189822279,-0.1091101605199766,-0.0661718997188547,-0.0074158375929176,-0.063974565411946,0.0017283431751751
2010-05-17,0.0,-0.0357506125838282,0.0004693124910435,-0.040235474316047,0.0242927643749493,0.0291592784797396,0.0278277956683195,-0.0130365290296159,-0.0115615892241209,-0.0049530980320042,0.0170751512818017,0.0113635540220533,0.0552970551554299,-0.0830204417034368,0.1324512098985828,-0.0031852535493896,-0.0162276380919519,0.0475656068367085,0.0284213698755029,0.0017841218750802
2010-05-24,-0.0355226262999441,-0.0177930189568225,0.0,-0.000586867436489,-0.0356273207035326,0.0,-0.0446503388081276,-0.0159955885819869,-0.0811085437845982,-0.0705830124150646,-0.1010961042937101,-0.087102045380957,-0.0055454863843165,0.0190804638001944,-0.0496224536975746,-0.0995064185996152,-0.0438943566634897,-0.0347918131341118,-0.0688681297550767,0.00178412187508
2010-05-31,0.0348509778385361,-0.0111395615183989,0.0,-0.0198554498610306,0.0714771534626854,0.0,0.0234669057271177,0.0077221553474575,0.0309291954193087,0.0086189201579904,0.087264675721149,0.008304686009557,-0.046568283069444,0.0815136212712701,0.1323381542039869,-0.0022051216533602,0.0449162783491732,-0.0013371997297881,0.0612496797747916,0.0017837613613449
2010-06-07,0.0336133067081592,0.0503862340056486,0.0,0.0086427887549094,-0.038353174496837,0.0,0.0079963932853579,0.0036853972070416,-0.0169322837939502,0.0135217568435712,0.0395954319940334,0.0566670148364227,-0.0031832857016693,-0.0144365085349082,0.0069396523681863,-0.0313926778543187,-0.0281768483349105,0.0328978336587164,-0.0058995581807977,0.001783400847739
2010-06-14,0.0085994967325746,0.0026058297788411,0.0004688043558642,-0.0059526257157322,0.0417239917155785,-0.271427182714981,0.0118761255600681,0.0161170893084827,0.040805405362073,0.0194327779992593,0.0238109682191323,0.0125705389166226,0.0682841299012348,0.0022341702772021,0.0027626804536851,0.0469445198104176,0.0125290338495607,0.0702869486335582,0.0005916351793057,0.0014270430343454
2010-06-21,0.0346121081235626,0.0227867276368884,0.0,0.0089154299098876,0.0807819740157984,-0.0199860649058014,0.0842382281609994,0.0399167302012379,0.001597916292312,0.0111093329065932,0.0321569519208631,-0.0043988983800766,0.0413183831938788,-0.0669219213326075,0.0041292330769644,0.0193719357961881,-0.0267074831203539,-0.0670557694283746,0.0342950841577019,0.0018656302326067
2010-06-28,-0.0048630687370048,-0.0153792909221488,0.0,0.0476625340394558,0.0022149582008961,0.0420922670557804,-0.0068562336849948,0.0383841958424007,0.003188841075417,-0.0200290258651496,0.0250014395953437,-0.0550660292591485,0.0,0.0561498089330718,-0.0124399203020941,0.0847706624435522,0.0244222942674126,0.0191696526262856,-0.0225370606599215,0.0019199728219132
2010-07-05,-0.0331024628225873,-0.0223891379064737,0.0,0.0446848700729574,0.0110012449897456,-0.0420922670557804,-0.0717137360584923,0.0097156727651666,-0.0687656323352223,-0.0084163730807946,-0.0224730024784669,-0.0417030349226572,-0.0985058636697662,-0.004069443186714,0.0083106872251297,-0.024384288534383,-0.0973505633038303,0.0723209078133546,0.0196765025514092,0.0019203333747594
2010-07-12,0.0336647082856547,0.0439268017010894,0.0051711164564349,0.0008091362748368,0.0532607524158297,0.0402981331828464,-0.0264334114171322,0.0027585658782245,0.0433760615957727,0.0785488651736496,0.0087996374068144,0.0298088437119115,0.0951185218720844,0.0192958832208913,0.0312312435309805,0.0601642199121204,0.0253520860796756,0.0008824971465215,-0.0404132713729549,0.0019217755874414
2010-07-19,0.0057298840703305,0.0079137944871945,-0.0722245726526835,-0.0081192534848448,-0.0294758688962879,-0.0745224282741578,-0.0410080533239147,-0.0494101545351801,-0.0605738192255143,-0.0281552054062657,0.0012506619625833,-0.0271976454935463,-0.0159850747452772,0.0143411650605942,-0.0521380113253777,-0.1124824694411001,-0.0431623196133093,0.0073263630553337,0.020143173740444,0.0019217755874414
