,ABEV3.SA,BBAS3.SA,BBDC4.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,ELET3.SA,ENBR3.SA,GGBR4.SA,ITUB4.SA,JBSS3.SA,PETR4.SA,SANB11.SA,SULA11.SA,TIMS3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA,Selic
2010-01-04,0.8490302574800724,0.7455343785815965,1.6016618341172217,0.272794700214151,0.5040125150442971,1.5973079909888468,2.242127267099063,0.6880198124634229,0.28514302439532635,0.8568139647230624,-0.2823118553217209,0.7099655781541225,1.017559956134419,0.4957785973419338,0.9821101896983008,-0.5711369610336692,0.5101344466127402,0.3431167568374675,0.32810888074549793,0.0017154043574531027
2010-01-11,0.3712380551860552,-0.23243372356394498,0.3173195803021993,0.9076053200563781,0.06967454795132608,-0.6391983602912557,1.0957006593313443,0.3190265916526657,-1.2131909340623368,0.16877310233886636,0.5516835204667226,-0.09082094499226395,0.1747890701593583,0.10437746909227036,0.6764205644846331,-2.665147838439626,-0.7829505259654169,0.16593963402988887,-0.16087428050962777,0.0018000161488384704
2010-01-18,0.23924138251682678,-0.5519939264846665,-0.764049044558702,0.9742575098910631,0.1874372939390525,-1.4978239591158928,-0.1412316694134863,0.034222786153423806,-1.256301534304229,-0.2576296787307054,1.1770082874579255,-1.353264699716342,-0.3390513201760673,0.31559326737618165,0.4986934098131002,-2.6159291035041057,-1.5491186241300205,0.4997375135053431,-0.7191618157272603,0.0018916608798138727
2010-01-25,0.5010721199976351,0.041013693732360995,-0.7995497972426098,0.48391768977541677,0.7315757927186806,-0.6317758035369442,-0.5386770340709107,0.050769247586167604,0.12076994332028189,-0.06381824408566536,0.7973898437259749,-1.953316792616262,-0.004125976738869053,0.7998616368617388,0.43793223141583226,-1.1229607123865952,-0.9132385519581601,0.8201359928528333,-0.9874143728459777,0.001922762474316709
2010-02-01,0.757875605968862,0.9316940913460827,0.04401161739267376,-0.06857187679577359,1.1057008242487765,0.6164943847004871,-0.24689105464185856,0.18954592607216267,1.3083324094549493,0.5513864604517468,-0.15772576128007504,-1.2279493844410816,0.8555575858473456,0.9097871268185922,0.38890023187251543,-0.2188992301005153,0.6193554862003153,0.6546981207924681,-0.7192820506670556,0.0018949120157212562
2010-02-08,0.6696091892981217,1.4951611603466781,0.9298666165818164,-0.1597887587095605,0.9281069664448935,1.1254540125569648,0.007139143971117118,0.16161576913658693,1.0575362414022054,1.1392717905346548,-0.5571026621293075,0.4151190188350576,1.4465600671309073,0.6019093104414562,0.38168666158355175,-0.4939121697805386,1.6549488945841195,0.1994883515955267,-0.04150430432152569,0.0018646517775938454
2010-02-15,0.32840651608904675,1.6898600478951544,1.236571920316583,0.3254121786823422,0.4194413657561956,1.1804483730857347,-0.03437373848861704,-0.00030474143926781383,-0.11755884100969605,1.4156009525213358,0.05119558948324593,1.8440412799103019,1.3093610525232793,0.47405619426739054,0.579738157057979,-0.42867830475430196,1.3431180375965088,0.0909298088628941,0.593742167611029,0.0018736203087874746
2010-02-22,0.0922230558829594,1.7702901914123106,1.0310849361561227,1.056934869230335,0.0939636775597546,1.5989492922567636,0.05741598169222442,0.05881320425571726,-0.6954655251822994,1.3658185511884562,0.8809788263951985,2.210326064580826,0.6824308633540827,0.8495545289538751,0.994193081713683,1.3401830150943659,0.14407067887263847,0.6068130556816596,0.7858033913284674,0.0019058773070182754
2010-03-01,0.14087306060423974,1.715718457965795,0.7664657112763141,1.5755728254807895,0.17481741031322837,2.239094748164868,0.5915729390496771,0.5328052224508655,-0.04508564875945455,1.0805056749324822,0.8544824607610656,1.6426040714943517,0.11551361576638836,1.1994212850628512,1.3012794769515488,3.816035180468562,-0.8180188877392863,1.265870206276705,0.5427699832242138,0.0019162365533802496
2010-03-08,0.3094019012000235,1.2444319530505408,0.702172654343257,1.6176797789470203,0.4131300449694973,2.036160733233716,1.0941879402054686,1.0794100435229927,0.8701540661656255,0.6355335936888945,-0.10132174802484883,0.9642516994319715,-0.14740859069178291,0.7989877262753571,1.0997306449729092,4.472283471770031,-0.9253298211229881,1.3207809295395678,0.23945680465984975,0.0018883596680305565
2010-03-15,0.35895777639475646,0.37172049448406297,0.716628407258467,1.212320221201765,0.4517564871752468,0.5494188701398134,0.7689762271224877,1.0963905215393894,0.7734513726652618,0.14683036947003747,-0.9825423355859652,0.7987893523293431,-0.31593448326421925,-0.1825334875404025,0.38757586080815476,2.249026721654391,-0.4261739155035421,0.5836159263605244,0.20744067538022712,0.001851410104725742
2010-03-22,0.29919230466073554,-0.3355946029582173,0.6047345798005839,0.6029355038096322,0.2419510667120747,-1.097985380799562,-0.42325181631710146,0.42782257086259684,-0.3061220232331695,-0.18104360981821319,-0.9233778000517777,1.0493166540057906,-0.6371631870426319,-0.6851274644306706,-0.3310651406705384,-0.9640533300636192,0.19352178721732105,-0.35293726092813416,0.4038979985713208,0.0018393570642474594
2010-03-29,0.3507199002708999,-0.28232436112522885,0.39384356059320624,0.13740417172766595,0.032676316912709225,-1.2871640395314354,-1.4597507518806405,-0.3144338819598634,-1.0728730909190878,-0.18935585476478553,-0.19494121522303243,1.24528852636624,-0.9712448964571285,-0.03810395905267017,-0.5338534212354397,-2.2770837154424584,0.8116814696756275,-0.7219955972645918,0.5256581626725894,0.0018464643408653456
2010-04-05,0.6168980717510388,0.42288801186135405,0.2865787556951057,0.13533937979814348,0.015479138142011017,0.20908273201630936,-1.25292670602258,-0.28919036076319,-0.5766240734134616,0.03208278470942855,0.2127750834811699,1.2153017797436647,-0.8867664561982009,1.049659179838457,-0.2593217520953429,-0.9465931414418745,1.4719347298045198,-0.3201597682222903,0.41761760612847204,0.0018338521682527802
2010-04-12,0.893364062103698,0.9403543283719127,0.35200203232919286,0.678958789181723,0.09813270095301951,1.8277458833985467,0.11596436635969438,0.6675653281285452,0.5901740734570428,0.1497339552812449,-0.14170927077412726,1.2040575238906908,-0.17932536717868497,1.1702825399244043,-0.08486017976612101,0.9382465415541641,1.84000758577235,0.3897543034728012,0.27176784263522386,0.0017785494332124945
2010-04-19,0.8536153106358463,0.48819624717241333,0.38060470457448786,1.43855310826136,0.061340731585235564,1.8374981806300885,1.361732479780197,1.7571880331899978,0.9395469470520866,-0.13347371084292278,-0.6314647802518264,1.3213060173869489,0.7789185008932419,-0.10753888660470878,-0.46984444145126936,0.9082345053457666,1.2867363642223024,0.8087854582353704,0.3642490375247174,0.001706548066986604
2010-04-26,0.38549076992643827,-0.8923583870649866,0.08878385737021227,1.7855883082641004,-0.14096823494179433,0.09521105618812603,1.261419452013528,1.9404599980035768,-0.22555015177892107,-0.7845147718558598,-0.4214053954280751,1.1319748325376173,1.2806029202073763,-1.610044905275408,-1.193458665669417,-1.2594053296217296,-0.3155422404673307,0.7175474639250514,0.6517740236502501,0.0016715816721763355
2010-05-03,-0.30213025634380775,-2.389163814455471,-0.5613729071086698,1.2526156026438884,-0.3249008663732513,-2.015827073342461,-0.14522832737656516,0.9656151379797864,-2.0557204673038827,-1.4402089098179662,0.38834698607416696,0.07484289994637638,0.9098962856664917,-1.8528105863867563,-1.54996549543611,-3.6454898383302425,-2.093164516351989,0.29820820677966264,0.7479183663568023,0.0017032686652917787
