Date,ABEV3.SA,BBAS3.SA,BBDC4.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,ELET3.SA,ENBR3.SA,GGBR4.SA,ITUB4.SA,JBSS3.SA,PETR4.SA,SANB11.SA,SULA11.SA,TIMS3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA
2010-01-05,0.5882634781543938,-1.0033796044078613,-0.492156734269078,0.1307020406020154,0.03919446028726181,0.9250796846002496,-0.8203070935369872,0.7705875600312551,1.6891786039588519,0.647971706701389,-0.9307201959145028,-0.8574213348052084,0.9684304366640362,-1.4425697333788179,7.242341131662711,0.29410402312246564,0.9322204091512187,-0.3705559899753963,-0.21819893028278692
2010-01-06,1.0201386169123028,0.13510637576545914,-0.8000629839355233,0.4438651370788138,-2.861607678883671,0.12340052075505703,-1.2806906839583632,1.470594034736128,0.6644386703505534,-0.8666487016293467,1.565753979766349,1.3513437786509375,-0.5003934273256738,-0.17566328947287158,-1.2987097130596648,-0.09776857813752482,2.1166091071038062,-1.7003137876227314,0.5467300877063597
2010-01-07,0.46952560089823514,0.03376196540216814,-0.26871628495361843,-0.9617773652892292,-5.326884889790517,-1.0563225961107703,2.3243127446808565,0.7246581631959126,-2.2442108860360466,-1.0242983813341544,2.261045769880621,-0.9333269708831415,-0.7124465377459033,-1.4662908940502595,-2.236830876842888,0.9393556222415667,0.4145361269620951,0.0,1.6857255431111051
2010-01-08,-0.19208223938040891,0.5733739368879665,-0.10790152276912712,0.39370564623331106,0.8951630654432163,2.2597579036647497,1.6904233589353002,1.2949319670950254,-0.27005848458373505,-1.5143658600000665,0.10051564557171933,-0.5383768362435037,-1.0131145140347297,0.1785910730355278,-1.0767229603803052,-1.4152814887204435,0.9758011345674111,-0.08110070164527583,3.636365460452873
2010-01-11,-1.2187072633062734,0.77128759181182,0.0810648561699212,1.5686328437372055,0.33798926359831505,1.966251968818633,-1.5584271979772857,1.7897688044674842,0.06764896484894312,-0.8714217851047756,-1.506028722261632,-0.3247526554494673,1.06609584378623,-1.9410098177961466,2.312922387475047,0.2752914895799874,-0.29735899311651437,-1.2712506401918566,-1.1352291142173287
2010-01-12,0.6493464516666769,-0.831936622231888,0.29644426683155256,1.9819606549557056,-2.1052957447572296,-1.8600557273303786,-0.9234778475566641,3.265445812824219,-0.7103968344781997,-0.9306338057542107,-2.6503507926330383,-1.2761348777135861,0.16877979612059946,-0.04034444491627376,-1.3297784816949654,-2.72600682859907,-0.27958181613503275,-0.1370268136610897,2.2965073361618016
2010-01-13,1.2903493263142662,1.2751315563069188,0.5376790820608823,-1.8677288201643827,-0.860200396071531,1.7214243115872163,0.9587413559926539,-1.5946085424757617,0.4769894837959532,0.31310143122997847,3.3507641521473674,-0.1650235284353485,0.673955942617499,-1.1921605033492932,0.2695435197157092,0.20160991194237976,1.2336694260820957,-0.1371777516910644,-3.061278643252874
2010-01-14,1.4330912605344137,-1.4247730702308337,-2.139064712444194,-1.5946379322455129,2.386115149220003,0.8546894010191597,-1.6090615797399788,0.7964856040447499,-0.10168253939770722,-1.378773877905004,7.396166993696385,-1.7355180872614784,-2.71967176891571,0.5112311510464984,-1.2096852106264433,0.5633794846911178,-0.01846048965389313,1.593376478119879,-0.5789067345330912
2010-01-15,-0.16950171632847955,-1.6806592847312563,-1.4208021812069926,-1.46369670557841,-0.7203468334150309,-2.101668854399563,-3.512084931758408,0.544942996416764,-2.0706370844878697,-1.6882609939291138,-4.433947706156804,0.22427077878621748,-1.505361202812605,-0.34584667502552957,-1.3605620189914736,0.6402766379211888,-1.2927299912357304,-2.1092039612599645,-0.4234274527226356
2010-01-18,0.012535254692247477,0.0341899789717548,0.8869968031689046,-0.7426913276810665,-0.5121538047790475,0.41550873866071925,0.027799806413941752,-0.16259105797079565,-0.5199180256181712,0.8855292272906157,1.9743171631792178,2.2377523452365766,0.4366856432568511,0.6533000058111416,1.3793286405924476,-0.3976363046577558,1.4031818860553935,-0.13811762737887534,-0.4785435573045449
