Date,Selic
2013-04-22,0.0014004137549663564
2013-04-29,0.0014174529863668628
2013-05-06,0.0011338017463182748
2013-05-13,0.0014174529863670848
2013-05-20,0.0014174529863670848
2013-05-27,0.0014174529863670848
2013-06-03,0.0011707134430583022
2013-06-10,0.0015097609261782718
2013-06-17,0.0015097609261780498
2013-06-24,0.0015097609261780498
2013-07-01,0.0015097609261780498
2013-07-08,0.0015097609261780498
2013-07-15,0.0015648784171053975
2013-07-22,0.001601625096245618
2013-07-29,0.001601625096245618
2013-08-05,0.001601625096245618
2013-08-12,0.001601625096245396
2013-08-19,0.001601625096245396
2013-08-26,0.001601625096245396
2013-09-02,0.0016565063154088122
2013-09-09,0.001693095465469474
2013-09-16,0.0016930954654696961
2013-09-23,0.0016930954654696961
2013-09-30,0.0016930954654696961
2013-10-07,0.0016930954654696961
2013-10-14,0.0017477103186620546
2013-10-21,0.0017841218750802579
2013-10-28,0.0017841218750800358
2013-11-04,0.0017841218750800358
2013-11-11,0.0017841218750800358
2013-11-18,0.0014270430343454876
2013-11-25,0.0017841218750800358
2013-12-02,0.00183853039130355
2013-12-09,0.0018744338222791423
2013-12-16,0.0018748043771172895
2013-12-23,0.0018748043771170675
2013-12-30,0.0014995625210318941
2014-01-06,0.0014995625210318941
2014-01-13,0.0018748043771170675
2014-01-20,0.001928946418729316
2014-01-27,0.0019650427386139757
2014-02-03,0.0019650427386141978
2014-02-10,0.0019650427386139757
2014-02-17,0.0019650427386141978
2014-02-24,0.0019650427386139757
2014-03-03,
2014-03-10,
2014-03-17,0.0020100141164518526
2014-03-24,0.0020100141164518526
2014-03-31,0.0020100141164518526
2014-04-07,0.0020369075234816236
2014-04-14,0.0020548368625028512
2014-04-21,
2014-04-28,
2014-05-05,0.0016435319789664948
2014-05-12,0.0020548368625028512
2014-05-19,0.0020548368625030733
2014-05-26,0.0020548368625028512
2014-06-02,0.0020548368625028512
2014-06-09,0.0020548368625028512
2014-06-16,0.0020548368625028512
2014-06-23,0.0016435319789664948
2014-06-30,0.0020548368625030733
2014-07-07,0.0020548368625028512
2014-07-14,0.0020548368625028512
2014-07-21,0.0020548368625028512
2014-07-28,0.0020548368625030733
2014-08-04,0.0020548368625030733
2014-08-11,0.0020548368625030733
2014-08-18,0.0020551974541744844
2014-08-25,0.0020555580459760137
2014-09-01,0.0020548368625028512
2014-09-08,0.0020548368625030733
2014-09-15,0.0020548368625030733
2014-09-22,0.0020548368625028512
2014-09-29,0.0020548368625030733
2014-10-06,0.0020548368625028512
2014-10-13,0.0020548368625030733
2014-10-20,0.0020548368625030733
2014-10-27,0.0020548368625030733
2014-11-03,0.002081701182097939
2014-11-10,0.002099611128611123
2014-11-17,0.002099611128610901
2014-11-24,0.002099611128610679
2014-12-01,0.002099611128610901
2014-12-08,0.00215316185980452
2014-12-15,0.0021888639370755136
2014-12-22,0.0021888639370755136
2014-12-29,0.0017507081948178183
2015-01-05,0.0017507081948178183
2015-01-12,0.0021888639370752916
2015-01-19,0.0021888639370755136
2015-01-26,0.0022421780551329373
2015-02-02,0.002277722376154756
2015-02-09,0.002277722376154978
2015-02-16,
2015-02-23,
2015-03-02,0.002277722376154756
2015-03-09,0.0023307998300809984
2015-03-16,0.0023661863609194533
2015-03-23,0.0023661863609194533
2015-03-30,0.0023661863609196754
2015-04-06,0.0018925016050859167
2015-04-13,0.0023661863609196754
2015-04-20,0.0023661863609196754
2015-04-27,0.0018928521017500533
2015-05-04,0.0019291338734233054
2015-05-11,0.002454255806815464
2015-05-18,0.002454255806815686
2015-05-25,0.002454255806815686
2015-06-01,0.002454255806815686
2015-06-08,0.00199799509858245
2015-06-15,0.002541980731313176
2015-06-22,0.002541980731313176
2015-06-29,0.002541980731312954
2015-07-06,0.002541980731313176
2015-07-13,0.002541980731313176
2015-07-20,0.002541980731312954
2015-07-27,0.002541980731312954
2015-08-03,0.002594377953257565
2015-08-10,0.0026293109559378802
2015-08-17,0.002629310955937658
2015-08-24,0.0026293109559378802
2015-08-31,0.0026293109559378802
2015-09-07,
2015-09-14,
2015-09-21,0.0026293109559378802
2015-09-28,0.0026293109559378802
2015-10-05,0.0026293109559378802
2015-10-12,
2015-10-19,
2015-10-26,0.002629310955937658
2015-11-02,
2015-11-09,
2015-11-16,0.0026293109559378802
2015-11-23,0.0026293109559378802
2015-11-30,0.0026293109559378802
2015-12-07,0.0026293109559378802
2015-12-14,0.0026293109559378802
2015-12-21,0.002629310955937658
2015-12-28,0.0021028962834912512
2016-01-04,0.0021028962834912512
2016-01-11,0.0026293109559381023
2016-01-18,0.0026293109559378802
2016-01-25,0.0026293109559378802
2016-02-01,0.0026293109559378802
2016-02-08,
2016-02-15,
2016-02-22,0.002629310955937658
2016-02-29,0.0026293109559378802
2016-03-07,0.0026293109559378802
2016-03-14,0.0026293109559378802
2016-03-21,0.0026293109559378802
2016-03-28,0.002102896283491029
2016-04-04,0.002629310955937658
2016-04-11,0.0026293109559378802
2016-04-18,0.0026293109559378802
2016-04-25,0.0021028962834912512
2016-05-02,0.0026293109559378802
2016-05-09,0.0026293109559378802
2016-05-16,0.0026293109559378802
2016-05-23,0.0026293109559378802
2016-05-30,0.002102896283491029
2016-06-06,0.0026293109559378802
2016-06-13,0.0026293109559378802
2016-06-20,0.0026293109559381023
2016-06-27,0.0026293109559381023
2016-07-04,0.0026293109559378802
2016-07-11,0.0026293109559378802
2016-07-18,0.0026293109559378802
2016-07-25,0.0026293109559378802
2016-08-01,0.0026293109559378802
2016-08-08,0.0026293109559378802
2016-08-15,0.0026293109559378802
2016-08-22,0.0026293109559378802
2016-08-29,0.0026293109559378802
2016-09-05,0.0026293109559378802
2016-09-12,0.0021028962834912512
2016-09-19,0.0026293109559378802
2016-09-26,0.0026293109559378802
2016-10-03,0.0026293109559378802
2016-10-10,0.002629310955937658
2016-10-17,0.002102896283491029
2016-10-24,0.0026031262352084195
2016-10-31,0.0025856701346353983
2016-11-07,0.0020680018049030746
2016-11-14,0.0025856701346358424
2016-11-21,0.0020680018049030746
2016-11-28,0.0025856701346360644
2016-12-05,0.0025594562641766405
2016-12-12,0.002541980731313176
2016-12-19,0.002541980731313176
2016-12-26,0.002541980731312954
2017-01-02,0.002541980731312954
2017-01-09,0.002541980731313176
2017-01-16,0.0024629524598607233
2017-01-23,0.0024102704064963287
2017-01-30,0.0024102704064961067
2017-02-06,0.0024102704064958846
2017-02-13,0.0024102704064958846
2017-02-20,0.0024102704064961067
2017-02-27,
2017-03-06,
2017-03-13,0.002277722376154756
2017-03-20,0.002277722376154756
2017-03-27,0.002277722376154756
2017-04-03,0.002277722376154978
2017-04-10,0.002277722376154978
2017-04-17,0.0017505473519781045
2017-04-24,0.0016793365293830131
2017-05-01,
2017-05-08,
2017-05-15,0.002099611128610679
2017-05-22,0.002099611128610901
2017-05-29,0.002099611128611123
2017-06-05,0.001991824279991894
2017-06-12,0.0019199728219132517
2017-06-19,0.0015356835801234592
2017-06-26,0.0019199728219132517
2017-07-03,0.0019199728219134737
2017-07-10,0.0019199728219132517
2017-07-17,0.0019199728219132517
2017-07-24,0.0019199728219132517
2017-07-31,0.0018111799385804872
2017-08-07,0.0017386579126656976
2017-08-14,0.0017386579126656976
2017-08-21,0.0017386579126656976
2017-08-28,0.0017386579126654755
2017-09-04,0.0017386579126656976
2017-09-11,0.0013175498096933413
2017-09-18,0.0015557672619486151
2017-09-25,0.0015557672619490592
2017-10-02,0.0015557672619488372
2017-10-09,0.0015557672619490592
2017-10-16,0.0012444202970129936
2017-10-23,0.0015557672619488372
2017-10-30,0.0014727764043174219
2017-11-06,0.0011338017463182748
2017-11-13,0.0014174529863670848
2017-11-20,0.0011338017463182748
2017-11-27,0.0014174529863670848
2017-12-04,0.0014174529863670848
2017-12-11,0.001361831022181681
2017-12-18,0.0013247514290817275
2017-12-25,
2018-01-01,
2018-01-08,
2018-01-15,0.0013247514290817275
2018-01-22,0.0013247514290817275
2018-01-29,0.0013247514290817275
2018-02-05,0.0013247514290817275
2018-02-12,
2018-02-19,
2018-02-26,0.0012782530715558238
2018-03-05,0.0012782530715560458
2018-03-12,0.0012782530715558238
