,Return
2013-11-18,22.378589000585723
2013-11-25,22.50045081310707
2013-12-02,22.667698550739555
2013-12-09,23.03848947868198
2013-12-16,23.67452103272301
2013-12-23,24.426295961070167
2013-12-30,25.07115027150575
2014-01-06,25.524300591713065
2014-01-13,25.8622660252779
2014-01-20,26.16214651892956
2014-01-27,26.404382888536375
2014-02-03,26.580304077115755
2014-02-10,26.834974707317205
2014-02-17,27.391164935747327
2014-02-24,28.281307880444924
2014-03-03,29.20696528256981
2014-03-10,29.749085040814133
2014-03-17,29.748821334914894
2014-03-24,29.453835886407703
2014-03-31,29.267620997886546
2014-04-07,29.3729314829404
2014-04-14,29.617052716578225
2014-04-21,29.087117387446703
2014-04-28,28.926014106144013
2014-05-05,28.525112929129907
2014-05-12,27.94258421546813
2014-05-19,27.198160921651645
